"","Group.1","Group.2","Group.3","weight_count"
"3382",891,"Halloween: The Curse of Michael Myers (1995)","Horror",2.36065573770492
"1356",2460,"Texas Chainsaw Massacre 2, The (1986)","Horror",2.35344827586207
"1288",2448,"Virus (1999)","Horror",2.34920634920635
"2246",3024,"Piranha (1978)","Horror",2.34782608695652
"10313",2119,"Maximum Overdrive (1986)","Horror",2.27210884353741
"10810",2149,"House II: The Second Story (1987)","Horror",2.25242718446602
"6715",1971,"Nightmare on Elm Street 4: The Dream Master, A (1988)","Horror",2.2396694214876
"1486",2525,"Alligator (1980)","Horror",2.23529411764706
"1504",2548,"Rage: Carrie 2, The (1999)","Horror",2.22857142857143
"4913",1623,"Wishmaster (1997)","Horror",2.2109375
"6914",1973,"Freddy's Dead: The Final Nightmare (1991)","Horror",2.18139534883721
"7513",1979,"Friday the 13th Part VI: Jason Lives (1986)","Horror",2.17857142857143
"7312",1977,"Friday the 13th: The Final Chapter (1984)","Horror",2.17751479289941
"8216",1986,"Halloween 5: The Revenge of Michael Myers (1989)","Horror",2.1259842519685
"8812",1992,"Child's Play 2 (1990)","Horror",2.11278195488722
"8014",1984,"Halloween III: Season of the Witch (1983)","Horror",2.0952380952381
"7414",1978,"Friday the 13th Part V: A New Beginning (1985)","Horror",2.07894736842105
"1438",2514,"Pet Sematary II (1992)","Horror",2.06034482758621
"6011",1862,"Species II (1998)","Horror",2.05050505050505
"6814",1972,"Nightmare on Elm Street 5: The Dream Child, A (1989)","Horror",1.995
"7217",1976,"Friday the 13th Part 3: 3D (1982)","Horror",1.97989949748744
"4515",1389,"Jaws 3-D (1983)","Horror",1.85238095238095
"9213",1996,"Poltergeist III (1988)","Horror",1.83035714285714
"9413",1998,"Exorcist II: The Heretic (1977)","Horror",1.76991150442478
"4223",922,"Sunset Blvd. (a.k.a. Sunset Boulevard) (1950)","Film-Noir",5.16521276595745
"3524",3435,"Double Indemnity (1944)","Film-Noir",5.07794918330308
"4129",913,"Maltese Falcon, The (1941)","Film-Noir",5.05536912751678
"8106",1252,"Chinatown (1974)","Film-Noir",4.99012658227848
"10103",1267,"Manchurian Candidate, The (1962)","Film-Noir",4.98333333333333
"11102",1284,"Big Sleep, The (1946)","Film-Noir",4.95924214417745
"2138",2186,"Strangers on a Train (1951)","Film-Noir",4.95072614107884
"3822",541,"Blade Runner (1982)","Film-Noir",4.91433333333333
"1460",1617,"L.A. Confidential (1997)","Film-Noir",4.85231643356643
"3620",3683,"Blood Simple (1984)","Film-Noir",4.85087579617834
"7104",1248,"Touch of Evil (1958)","Film-Noir",4.84834630350195
"1626",1748,"Dark City (1998)","Film-Noir",4.39605263157895
"6106",1179,"Grifters, The (1990)","Film-Noir",4.35700564971751
"9105",1260,"M (1931)","Film-Noir",4.30194805194805
"4318",930,"Notorious (1946)","Film-Noir",4.29438202247191
"2230",2203,"Shadow of a Doubt (1943)","Film-Noir",4.27038626609442
"2729",2987,"Who Framed Roger Rabbit? (1988)","Film-Noir",4.23179544191217
"4426",942,"Laura (1944)","Film-Noir",4.20205479452055
"2427",2726,"Killing, The (1956)","Film-Noir",4.16923076923077
"1929",2066,"Out of the Past (1947)","Film-Noir",4.15094339622642
"3223",3334,"Key Largo (1948)","Film-Noir",4.0824295010846
"2624",2940,"Gilda (1946)","Film-Noir",4.00934579439252
"2137",1069,"Murder, My Sweet (1944)","Film-Noir",3.92727272727273
"3324",3364,"Asphalt Jungle, The (1950)","Film-Noir",3.92715231788079
"1290",1344,"Cape Fear (1962)","Film-Noir",3.92243767313019
"1546",164,"Devil in a Blue Dress (1995)","Film-Noir",3.56728232189974
"3718",3706,"Angel Heart (1987)","Film-Noir",3.40401785714286
"3926",707,"Mulholland Falls (1996)","Film-Noir",3.08727272727273
"1728",1783,"Palmetto (1998)","Film-Noir",2.92727272727273
"4111",260,"Star Wars: Episode IV - A New Hope (1977)","Fantasy",5.12174857907054
"451",1097,"E.T. the Extra-Terrestrial (1982)","Fantasy",4.55996033494932
"359",1073,"Willy Wonka and the Chocolate Factory (1971)","Fantasy",4.44059405940594
"4410",2797,"Big (1988)","Fantasy",4.43417169684775
"455",2872,"Excalibur (1981)","Fantasy",4.38456873315364
"299",1019,"20,000 Leagues Under the Sea (1954)","Fantasy",4.258
"4610",2968,"Time Bandits (1981)","Fantasy",4.24816831683168
"549",3479,"Ladyhawke (1985)","Fantasy",4.22444649446494
"2410",2087,"Peter Pan (1953)","Fantasy",4.20892255892256
"2910",2140,"Dark Crystal, The (1982)","Fantasy",4.19992957746479
"1512",1967,"Labyrinth (1986)","Fantasy",4.18276173285199
"3113",2161,"NeverEnding Story, The (1984)","Fantasy",4.14592274678112
"3410",2174,"Beetlejuice (1988)","Fantasy",4.10307692307692
"1712",2005,"Goonies, The (1985)","Fantasy",4.02178770949721
"3510",2193,"Willow (1988)","Fantasy",4.02069825436409
"2610",2100,"Splash (1984)","Fantasy",3.94539982803095
"4311",2628,"Star Wars: Episode I - The Phantom Menace (1999)","Fantasy",3.92124444444444
"393",247,"Heavenly Creatures (1994)","Fantasy",3.86582809224319
"2010",2021,"Dune (1984)","Fantasy",3.8595690747782
"2710",2105,"Tron (1982)","Fantasy",3.8590206185567
"2812",2138,"Watership Down (1978)","Fantasy",3.84262295081967
"565",367,"Mask, The (1994)","Fantasy",3.77090754877014
"634",653,"Dragonheart (1996)","Fantasy",3.7093137254902
"1612",2,"Jumanji (1995)","Fantasy",3.68131241084165
"487",317,"Santa Clause, The (1994)","Fantasy",3.67067082683307
"474",3153,"7th Voyage of Sinbad, The (1958)","Fantasy",3.61627906976744
"3310",2173,"Navigator: A Mediaeval Odyssey, The (1988)","Fantasy",3.56363636363636
"533",3466,"Heart and Souls (1993)","Fantasy",3.54794520547945
"553",3489,"Hook (1991)","Fantasy",3.47070637119114
"1812",2015,"Absent Minded Professor, The (1961)","Fantasy",3.45263157894737
"656",788,"Nutty Professor, The (1996)","Fantasy",3.44514767932489
"2212",2054,"Honey, I Shrunk the Kids (1989)","Fantasy",3.37296650717703
"4211",2622,"Midsummer Night's Dream, A (1999)","Fantasy",3.34939759036145
"2112",2043,"Darby O'Gill and the Little People (1959)","Fantasy",3.27215189873418
"308",2143,"Legend (1985)","Fantasy",3.27042253521127
"385",2453,"Boy Who Could Fly, The (1986)","Fantasy",3.25
"629",60,"Indian in the Cupboard, The (1995)","Fantasy",3.21288515406162
"149",1009,"Escape to Witch Mountain (1975)","Fantasy",3.18556701030928
"508",3438,"Teenage Mutant Ninja Turtles (1990)","Fantasy",3.07958801498127
"1213",1848,"Borrowers, The (1997)","Fantasy",3.04519774011299
"644",673,"Space Jam (1996)","Fantasy",3.01287744227353
"1912",2017,"Babes in Toyland (1961)","Fantasy",2.98765432098765
"2512",2093,"Return to Oz (1985)","Fantasy",2.85144927536232
"1410",1920,"Small Soldiers (1998)","Fantasy",2.81043956043956
"603",558,"Pagemaster, The (1994)","Fantasy",2.7037037037037
"377",2399,"Santa Claus: The Movie (1985)","Fantasy",2.66816143497758
"365",2253,"Toys (1992)","Fantasy",2.56363636363636
"1035",1702,"Flubber (1997)","Fantasy",2.55298013245033
"4010",258,"Kid in King Arthur's Court, A (1995)","Fantasy",2.42361111111111
"587",3889,"Highlander: Endgame (2000)","Fantasy",2.41481481481481
"3210",2162,"NeverEnding Story II: The Next Chapter, The (1990)","Fantasy",2.41242937853107
"514",1126,"Drop Dead Fred (1991)","Fantasy",2.37223974763407
"516",3439,"Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991)","Fantasy",2.12749003984064
"5710",3877,"Supergirl (1984)","Fantasy",2.02197802197802
"522",3440,"Teenage Mutant Ninja Turtles III (1993)","Fantasy",1.92021276595745
"678",810,"Kazaam (1996)","Fantasy",1.46666666666667
"4091",2019,"Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954)","Drama",5.24458598726115
"8981",318,"Shawshank Redemption, The (1994)","Drama",5.23774135608442
"1429",858,"Godfather, The (1972)","Drama",5.20371120107962
"1289",527,"Schindler's List (1993)","Drama",5.18697916666667
"8110",1207,"To Kill a Mockingbird (1962)","Drama",5.08949353448276
"14521",912,"Casablanca (1942)","Drama",5.0747453565009
"7710",1193,"One Flew Over the Cuckoo's Nest (1975)","Drama",5.04933333333333
"1457",923,"Citizen Kane (1941)","Drama",5.04722222222222
"1053",1250,"Bridge on the River Kwai, The (1957)","Drama",5.04504264392324
"1450",908,"North by Northwest (1959)","Drama",5.04163498098859
"8710",1221,"Godfather: Part II, The (1974)","Drama",5.01119976359338
"1323",593,"Silence of the Lambs, The (1991)","Drama",5.00459658650116
"4162",2028,"Saving Private Ryan (1998)","Drama",4.98795702977761
"530",2324,"Life Is Beautiful (La Vita è bella) (1997)","Drama",4.97934027777778
"739",2858,"American Beauty (1999)","Drama",4.96499416569428
"958",1233,"Boat, The (Das Boot) (1981)","Drama",4.9481018981019
"1467",953,"It's a Wonderful Life (1946)","Drama",4.94389574759945
"806",1203,"12 Angry Men (1957)","Drama",4.93977272727273
"784",1196,"Star Wars: Episode V - The Empire Strikes Back (1980)","Drama",4.93692307692308
"6610",1172,"Cinema Paradiso (1988)","Drama",4.9309756097561
"899",1224,"Henry V (1989)","Drama",4.92934272300469
"7812",296,"Pulp Fiction (1994)","Drama",4.91994472593275
"857",1213,"GoodFellas (1990)","Drama",4.91647555823778
"3842",1945,"On the Waterfront (1954)","Drama",4.9102119460501
"8610",1217,"Ran (1985)","Drama",4.90924369747899
"1148",1272,"Patton (1970)","Drama",4.90666666666667
"1459",926,"All About Eve (1950)","Drama",4.8939205955335
"1327",608,"Fargo (1996)","Drama",4.89287703939514
"1164",1276,"Cool Hand Luke (1967)","Drama",4.89182795698925
"9010",1225,"Amadeus (1984)","Drama",4.88958031837916
"11411",3730,"Conversation, The (1974)","Drama",4.88686534216335
"1284",1299,"Killing Fields, The (1984)","Drama",4.88592896174863
"1454",919,"Wizard of Oz, The (1939)","Drama",4.88515715948778
"10410",1247,"Graduate, The (1967)","Drama",4.8827121332276
"1355",678,"Some Folks Call It a Sling Blade (1993)","Drama",4.88186274509804
"8211",1208,"Apocalypse Now (1979)","Drama",4.8796768707483
"1468",954,"Mr. Smith Goes to Washington (1939)","Drama",4.87624020887728
"1037",3468,"Hustler, The (1961)","Drama",4.876
"7191",2804,"Christmas Story, A (1983)","Drama",4.87474112426036
"3910",110,"Braveheart (1995)","Drama",4.8702005730659
"9081",3196,"Stalag 17 (1953)","Drama",4.86269035532995
"8221",306,"Three Colors: Red (1994)","Drama",4.86167664670659
"5321",2329,"American History X (1998)","Drama",4.860546875
"1206",3897,"Almost Famous (2000)","Drama",4.86031187122736
"4113",1104,"Streetcar Named Desire, A (1951)","Drama",4.85952380952381
"1125",3683,"Blood Simple (1984)","Drama",4.85087579617834
"1414",1358,"Sling Blade (1996)","Drama",4.8393797790994
"9910",1242,"Glory (1989)","Drama",4.82234712230216
"929",1228,"Raging Bull (1980)","Drama",4.81573116691285
"4214",111,"Taxi Driver (1976)","Drama",4.81145161290322
"1222",1288,"This Is Spinal Tap (1984)","Drama",4.80675313059034
"2793",1704,"Good Will Hunting (1997)","Drama",4.80281007751938
"874",3147,"Green Mile, The (1999)","Drama",4.77786415711948
"8131",3035,"Mister Roberts (1955)","Drama",4.77209026128266
"1305",1300,"My Life as a Dog (Mitt liv som hund) (1985)","Drama",4.76727272727273
"1244",1293,"Gandhi (1982)","Drama",4.76281669150522
"10711",1253,"Day the Earth Stood Still, The (1951)","Drama",4.76252236135957
"6031",2501,"October Sky (1999)","Drama",4.75841836734694
"8431",3095,"Grapes of Wrath, The (1940)","Drama",4.75451055662188
"3882",1950,"In the Heat of the Night (1967)","Drama",4.74870689655172
"14511",909,"Apartment, The (1960)","Drama",4.74616306954436
"1223",3949,"Requiem for a Dream (2000)","Drama",4.73240131578947
"3891",1952,"Midnight Cowboy (1969)","Drama",4.73009049773756
"887",1222,"Full Metal Jacket (1987)","Drama",4.72747208931419
"1219",1287,"Ben-Hur (1959)","Drama",4.72741477272727
"1095",1263,"Deer Hunter, The (1978)","Drama",4.7265
"7701",293,"Professional, The (a.k.a. Leon: The Professional) (1994)","Drama",4.72210184182015
"10911",3578,"Gladiator (2000)","Drama",4.72193347193347
"1175",3811,"Breaker Morant (1980)","Drama",4.71819444444444
"3901",1953,"French Connection, The (1971)","Drama",4.71353077816492
"1085",1259,"Stand by Me (1986)","Drama",4.71145658263305
"2913",1084,"Bonnie and Clyde (1967)","Drama",4.71064139941691
"3831",1944,"From Here to Eternity (1953)","Drama",4.71057692307692
"14911",994,"Big Night (1996)","Drama",4.70988888888889
"1315",58,"Postino, Il (The Postman) (1994)","Drama",4.70788423153693
"3116",1090,"Platoon (1986)","Drama",4.70363079615048
"8351",3083,"All About My Mother (Todo Sobre Mi Madre) (1999)","Drama",4.6992385786802
"1401",800,"Lone Star (1996)","Drama",4.69492063492063
"968",3334,"Key Largo (1948)","Drama",4.69479392624729
"10110",1244,"Manhattan (1979)","Drama",4.69449860724234
"9791",3359,"Breaking Away (1979)","Drama",4.69288461538461
"949",1231,"Right Stuff, The (1983)","Drama",4.692
"780",2959,"Fight Club (1999)","Drama",4.68876636802205
"5281",232,"Eat Drink Man Woman (1994)","Drama",4.6864161849711
"909",3198,"Papillon (1973)","Drama",4.68492307692308
"1923",150,"Apollo 13 (1995)","Drama",4.6845723421263
"1458",924,"2001: A Space Odyssey (1968)","Drama",4.67907925407925
"4232",2067,"Doctor Zhivago (1965)","Drama",4.67544326241135
"8041",3006,"Insider, The (1999)","Drama",4.66764705882353
"7861",2966,"Straight Story, The (1999)","Drama",4.66433566433566
"3981",1961,"Rain Man (1988)","Drama",4.66139097744361
"2815",1719,"Sweet Hereafter, The (1997)","Drama",4.651312335958
"8141",3037,"Little Big Man (1970)","Drama",4.65059221658206
"1124",1041,"Secrets & Lies (1996)","Drama",4.64367088607595
"536",2336,"Elizabeth (1998)","Drama",4.63432835820895
"2772",17,"Sense and Sensibility (1995)","Drama",4.63167664670659
"9831",3363,"American Graffiti (1973)","Drama",4.63020202020202
"10551",3504,"Network (1976)","Drama",4.6234011627907
"689",2728,"Spartacus (1960)","Drama",4.62159624413146
"4941",2248,"Say Anything... (1989)","Drama",4.62013129102845
"10411",3471,"Close Encounters of the Third Kind (1977)","Drama",4.61664369400413
"758",2908,"Boys Don't Cry (1999)","Drama",4.61623529411765
"525",2313,"Elephant Man, The (1980)","Drama",4.61509846827133
"4712",2194,"Untouchables, The (1987)","Drama",4.60918367346939
"10310",1246,"Dead Poets Society (1989)","Drama",4.60672514619883
"10212",1245,"Miller's Crossing (1990)","Drama",4.60642458100559
"1456",920,"Gone with the Wind (1939)","Drama",4.59701557093426
"1262",1296,"Room with a View, A (1986)","Drama",4.59589285714286
"2651",1674,"Witness (1985)","Drama",4.59560229445507
"3932",1956,"Ordinary People (1980)","Drama",4.58865877712032
"1005",1243,"Rosencrantz and Guildenstern Are Dead (1990)","Drama",4.58230769230769
"11451",3735,"Serpico (1973)","Drama",4.57909090909091
"12911",529,"Searching for Bobby Fischer (1993)","Drama",4.57444444444444
"3512",1096,"Sophie's Choice (1982)","Drama",4.57325581395349
"3972",1960,"Last Emperor, The (1987)","Drama",4.57287735849057
"8781",3152,"Last Picture Show, The (1971)","Drama",4.56751412429379
"8241",3062,"Longest Day, The (1962)","Drama",4.56732954545455
"4114",2020,"Dangerous Liaisons (1988)","Drama",4.56727037516171
"9821",3362,"Dog Day Afternoon (1975)","Drama",4.56542483660131
"368",1097,"E.T. the Extra-Terrestrial (1982)","Drama",4.55996033494932
"11191",3654,"Guns of Navarone, The (1961)","Drama",4.55876494023904
"5113",2289,"Player, The (1992)","Drama",4.55766871165644
"6712",2686,"Red Violin, The (Le Violon rouge) (1998)","Drama",4.55660377358491
"5561",2398,"Miracle on 34th Street (1947)","Drama",4.5546052631579
"13911",778,"Trainspotting (1996)","Drama",4.55406125166445
"1643",1411,"Hamlet (1996)","Drama",4.55183246073298
"736",1185,"My Left Foot (1989)","Drama",4.55176600441501
"11031",36,"Dead Man Walking (1995)","Drama",4.55167025862069
"9121",3201,"Five Easy Pieces (1970)","Drama",4.54554317548746
"875",3148,"Cider House Rules, The (1999)","Drama",4.5450070323488
"3001",1784,"As Good As It Gets (1997)","Drama",4.54266151685393
"9601",3317,"Wonder Boys (2000)","Drama",4.54203629032258
"9101",32,"Twelve Monkeys (1995)","Drama",4.53759099933819
"3912",1954,"Rocky (1976)","Drama",4.5348095659876
"2414",1060,"Swingers (1996)","Drama",4.53269720101781
"3262",1834,"Spanish Prisoner, The (1997)","Drama",4.53002028397566
"659",265,"Like Water for Chocolate (Como agua para chocolate) (1992)","Drama",4.52253886010363
"5011",2268,"Few Good Men, A (1992)","Drama",4.52087653157399
"1218",3916,"Remember the Titans (2000)","Drama",4.51315789473684
"4014",1103,"Rebel Without a Cause (1955)","Drama",4.5113184079602
"10741",3543,"Diner (1982)","Drama",4.51090584028605
"808",3019,"Drugstore Cowboy (1989)","Drama",4.50877403846154
"5181",2303,"Nashville (1975)","Drama",4.508
"10271",3451,"Guess Who's Coming to Dinner (1967)","Drama",4.508
"9812",3360,"Hoosiers (1986)","Drama",4.5064406779661
"12811",515,"Remains of the Day, The (1993)","Drama",4.50544444444444
"11221",3668,"Romeo and Juliet (1968)","Drama",4.50308988764045
"1320",590,"Dances with Wolves (1990)","Drama",4.50251550654721
"1316",1302,"Field of Dreams (1989)","Drama",4.49817708333333
"1449",902,"Breakfast at Tiffany's (1961)","Drama",4.49452662721894
"9301",3246,"Malcolm X (1992)","Drama",4.48863157894737
"12611",475,"In the Name of the Father (1993)","Drama",4.48573717948718
"1337",628,"Primal Fear (1996)","Drama",4.48144329896907
"762",2919,"Year of Living Dangerously (1982)","Drama",4.47941176470588
"1277",508,"Philadelphia (1993)","Drama",4.47905525846702
"8831",3160,"Magnolia (1999)","Drama",4.47807726864331
"8261",3067,"Women on the Verge of a Nervous Breakdown (1988)","Drama",4.47620396600567
"9941",34,"Babe (1995)","Drama",4.47521416333524
"704",1178,"Paths of Glory (1957)","Drama",4.47391304347826
"4041",2000,"Lethal Weapon (1987)","Drama",4.4699446834665
"3412",1095,"Glengarry Glen Ross (1992)","Drama",4.46707530647986
"1172",1277,"Cyrano de Bergerac (1990)","Drama",4.46694214876033
"10111",3424,"Do the Right Thing (1989)","Drama",4.46306017925736
"1417",838,"Emma (1996)","Drama",4.4622754491018
"4015",1968,"Breakfast Club, The (1985)","Drama",4.46176088369071
"3992",1962,"Driving Miss Daisy (1989)","Drama",4.45889570552147
